Publication_code,Author,Year,Title,Comparison_identifier,Animal,Strain,Sex,Comorbidity,Comorbidity_induction,Age_weeks_min,Age_weeks_mean,Age_weeks_max,Weight_g_min,Weight_g_mean,Weight_g_max,N_control_groups,N_animals_control,N_treatment_groups,N_animals_treatment,Surgery_primary_anaesthetic,Surgery_secondary_anaesthetic,Surgery_tertiary_anaesthetic,Induction_primary_anaesthetic,Induction_secondary_anaesthetic,Induction_tertiary_anaesthetic,ET_administration_route,ET_brain_depth,MCA_occluded,Conscious,Induction_time_hrs,ET_dose,ET_dose_units,ET_volume_uL,ET_dose_pmol,ET_administration_mins,ET_administration_sites,Primary_analgesic,Secondary_analgesic,Antibiotic,Treatment,Treatment_class,Treatment_initial_hour,Treatment_time_class,Infarct_measure_hrs,Infarct_measurement,Histology_stain,Reported_p_value,Infarct_mean_control,Infarct_error_control,Infarct_mean_treatment,Infarct_error_treatment,Infarct_units,Infarct_error_units,Infarct_percent_control,Infarct_percent_treatment,Infarct_SD_control,Infarct_SD_control_percent,Infarct_SD_treatment
Yager_2005,"Yager, J. Y.",2005,A new model for determining the influence of age and sex on functional recovery following hypoxic-ischemic brain damage,a,Rat,Wistar,Male,None,NA,NA,1.4,NA,NR,NR,NR,6,11,NA,NA,Halothane,NA,NA,Halothane,NA,NA,Needle,Cortical,Yes,Unconscious,0,120,pmol,1,120,0.25,1,NR,NA,NR,None,NA,NA,NA,1440,Other histology (ex vivo),H&E,NA,25.5,3.47,NA,NA,Indirect rLV % hemisphere,SEM,12.75,NA,11.50868802,5.754344011,NA
Yager_2005,"Yager, J. Y.",2005,A new model for determining the influence of age and sex on functional recovery following hypoxic-ischemic brain damage,b,Rat,Wistar,Female,None,NA,NA,1.4,NA,NR,NR,NR,6,19,NA,NA,Halothane,NA,NA,Halothane,NA,NA,Needle,Cortical,Yes,Unconscious,0,120,pmol,1,120,0.25,1,NR,NA,NR,None,NA,NA,NA,1440,Other histology (ex vivo),H&E,NA,21.56,2.51,NA,NA,Indirect rLV % hemisphere,SEM,10.78,NA,10.94083635,5.470418174,NA
Yager_2005,"Yager, J. Y.",2005,A new model for determining the influence of age and sex on functional recovery following hypoxic-ischemic brain damage,c,Rat,Wistar,Male,None,NA,NA,9,NA,NR,NR,NR,6,16,NA,NA,Halothane,NA,NA,Halothane,NA,NA,Needle,Cortical,Yes,Unconscious,0,120,pmol,3,120,0.75,1,NR,NA,NR,None,NA,NA,NA,1440,Other histology (ex vivo),H&E,NA,24.19,3.16,NA,NA,Indirect rLV % hemisphere,SEM,12.095,NA,12.64,6.32,NA
Yager_2005,"Yager, J. Y.",2005,A new model for determining the influence of age and sex on functional recovery following hypoxic-ischemic brain damage,d,Rat,Wistar,Female,None,NA,NA,9,NA,NR,NR,NR,6,15,NA,NA,Halothane,NA,NA,Halothane,NA,NA,Needle,Cortical,Yes,Unconscious,0,120,pmol,3,120,0.75,1,NR,NA,NR,None,NA,NA,NA,1440,Other histology (ex vivo),H&E,NA,16.48,3.77,NA,NA,Indirect rLV % hemisphere,SEM,8.24,NA,14.60114722,7.300573608,NA
Yager_2005,"Yager, J. Y.",2005,A new model for determining the influence of age and sex on functional recovery following hypoxic-ischemic brain damage,e,Rat,Wistar,Male,None,NA,NA,26,NA,NR,NR,NR,6,11,NA,NA,Halothane,NA,NA,Halothane,NA,NA,Needle,Cortical,Yes,Unconscious,0,120,pmol,3,120,0.75,1,NR,NA,NR,None,NA,NA,NA,1440,Other histology (ex vivo),H&E,NA,22.76,4.48,NA,NA,Indirect rLV % hemisphere,SEM,11.38,NA,14.85847906,7.42923953,NA
Yager_2005,"Yager, J. Y.",2005,A new model for determining the influence of age and sex on functional recovery following hypoxic-ischemic brain damage,f,Rat,Wistar,Female,None,NA,NA,26,NA,NR,NR,NR,6,8,NA,NA,Halothane,NA,NA,Halothane,NA,NA,Needle,Cortical,Yes,Unconscious,0,120,pmol,3,120,0.75,1,NR,NA,NR,None,NA,NA,NA,1440,Other histology (ex vivo),H&E,NA,14.45,3.11,NA,NA,Indirect rLV % hemisphere,SEM,7.225,NA,8.796408358,4.398204179,NA
Yager_2006,"Yager, J. Y.",2006,The influence of aging on recovery following ischemic brain damage,a,Rat,Wistar,Mixed,None,NA,NA,1.4,NA,NR,NR,NR,3,30,NA,NA,Halothane,NA,NA,Halothane,NA,NA,Guide cannula,Cortical,Yes,Unconscious,0,120,pmol,1,120,0.25,1,NR,NA,NR,None,NA,NA,NA,1344,Other histology (ex vivo),H&E,NA,22.97,0.042,NA,NA,Indirect rLV % hemisphere,SEM,11.485,NA,0.230043474,0.115021737,NA
Yager_2006,"Yager, J. Y.",2006,The influence of aging on recovery following ischemic brain damage,b,Rat,Wistar,Mixed,None,NA,NA,6,NA,NR,NR,NR,3,32,NA,NA,Halothane,NA,NA,Halothane,NA,NA,Guide cannula,Cortical,Yes,Unconscious,0,120,pmol,3,120,0.75,1,NR,NA,NR,None,NA,NA,NA,1344,Other histology (ex vivo),H&E,NA,19.97,0.38,NA,NA,Indirect rLV % hemisphere,SEM,9.985,NA,2.149604615,1.074802307,NA
Yager_2006,"Yager, J. Y.",2006,The influence of aging on recovery following ischemic brain damage,c,Rat,Wistar,Mixed,None,NA,NA,26,NA,NR,NR,NR,3,17,NA,NA,Halothane,NA,NA,Halothane,NA,NA,Guide cannula,Cortical,Yes,Unconscious,0,120,pmol,3,120,0.75,1,NR,NA,NR,None,NA,NA,NA,1344,Other histology (ex vivo),H&E,NA,18.85,0.305,NA,NA,Indirect rLV % hemisphere,SEM,9.425,NA,1.257547216,0.628773608,NA
Yan_2014,"Yan, H.",2014,Endothelin-1-induced focal cerebral ischemia in the growth hormone/IGF-1 deficient Lewis Dwarf rat,a,Rat,Lewis,Male,None,NA,NA,14,NA,NR,NR,NR,2,12,NA,NA,Isoflurane,NA,NA,Isoflurane,NA,NA,Needle,Cortical,NR,Unconscious,0,120,pmol,3,120,7.5,1,Bupivacaine,NA,Enrofloxacin,None,NA,NA,NA,72,Other histology (ex vivo),Cresyl violet,NA,46.95,12.93,NA,NA,mm3,SEM,2.382039574,NA,44.79083388,2.27249284,NA
Yan_2014,"Yan, H.",2014,Endothelin-1-induced focal cerebral ischemia in the growth hormone/IGF-1 deficient Lewis Dwarf rat,b,Rat,Dwarf Lewis rat (dw/dw),Male,Pituitary dwarfism,Genetic,NA,14,NA,NR,NR,NR,2,6,1,5,Isoflurane,NA,NA,Isoflurane,NA,NA,Needle,Cortical,NR,Unconscious,0,120,pmol,3,120,7.5,1,Bupivacaine,NA,Enrofloxacin,Growth hormone,Not yet classified,NR,Before stroke,72,Other histology (ex vivo),Cresyl violet,0.571,25.15,3.59,32.57,7.43,mm3,SEM,1.276002029,1.65246068,8.793668177,0.446152622,18.19970879
Zepeda_2016,"Zepeda, R.",2016,Venlafaxine treatment after endothelin-1-induced cortical stroke modulates growth factor expression and reduces tissue damage in rats,a,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,250,275,300,1,12,1,13,Isoflurane,Atropine,NA,Isoflurane,Atropine,NA,Needle,Cortical,No,Unconscious,0,800,pmol,1,800,4,2,Ketoprofen,NA,NR,Venlafaxine,Not yet classified,3,After stroke,504,TTC (ex vivo),NA,<0.05,11.9,2,7.2,25,Indirect rLV % hemisphere,SEM,5.95,3.6,6.92820323,3.464101615,86.60254038
Zgavc_2012,"Zgavc, T.",2012,"The neuroprotective effect of post ischemic brief mild hypothermic treatment correlates with apoptosis, but not with gliosis in endothelin-1 treated rats",a,Rat,Wistar,Male,None,NA,NR,NR,NR,270,285,300,1,12,3,7,Ketamine,Diazepam,NA,Sevoflurane,NA,NA,Guide cannula,Cortical,Yes,Unconscious,24,500,pmol,6,500,6,1,Ketoprofen,NA,NR,Hypothermia,Not yet classified,0.66,After stroke,24,Other histology (ex vivo),Nissl,<0.05,46.31,1.27,25.7,1.91,mm3,SEM,2.349568747,1.303906646,4.399409051,0.223206953,6.616434085
Zgavc_2013_a,"Zgavc, T.",2013,Mild hypothermia reduces activated caspase-3 up to 1 week after a focal cerebral ischemia induced by endothelin-1 in rats,a,Rat,Wistar,Male,None,NA,NR,NR,NR,270,285,300,4,6,4,7,Ketamine,Diazepam,NA,Sevoflurane,NA,NA,Guide cannula,Cortical,Yes,Unconscious,24,500,pmol,6,500,6,1,Ketoprofen,NA,NR,Hypothermia,Not yet classified,0.66,After stroke,72,Other histology (ex vivo),Cresyl violet,<0.05,55.31,1.17,29.63,2.45,mm3,SEM,2.806189751,1.503297818,2.865902999,0.145403501,6.00124987
Zgavc_2013_b,"Zgavc, T.",2013,Proteomic analysis of global protein expression changes in the endothelin-1 rat model for cerebral ischemia: rescue effect of mild hypothermia,a,Rat,Wistar,Male,None,NA,NR,NR,NR,270,285,300,1,6,1,6,Ketamine,Diazepam,NA,Sevoflurane,NA,NA,Guide cannula,Cortical,Yes,Unconscious,24,500,pmol,6,500,6,1,Ketoprofen,NA,NR,Hypothermia,Not yet classified,0.66,After stroke,24,Other histology (ex vivo),Cresyl violet,<0.05,93.36,6.51,60.03,1.72,mm3,SD,4.736681887,3.0456621,6.51,0.330289193,1.72
Zhao_2015,"Zhao, S.",2015,CXCR4 antagonist AMD3100 reverses the neurogenesis and behavioral recovery promoted by forced limb-use in stroke rats,a,Rat,Wistar,Male,None,NA,NR,NR,NR,200,225,250,1,6,2,6,NR,NA,NA,NR,NA,NA,Needle,Cortical,NR,NR,0,0.5,ug/uL,6,1203.852327,12,3,NR,NA,NR,Forced limb use,Not yet classified,168,After stroke,792,Other histology (ex vivo),Cresyl violet,NS,132.7,10.21,136.7,17.24,mm3,SEM,6.732623034,6.935565703,25.00929027,1.268863028,42.22920317
Zhao_2015,"Zhao, S.",2015,CXCR4 antagonist AMD3100 reverses the neurogenesis and behavioral recovery promoted by forced limb-use in stroke rats,b,Rat,Wistar,Male,None,NA,NR,NR,NR,200,225,250,1,6,2,6,NR,NA,NA,NR,NA,NA,Needle,Cortical,NR,NR,0,0.5,ug/uL,6,1203.852327,12,3,NR,NA,NR,AMD3100,Not yet classified,168,After stroke,792,Other histology (ex vivo),Cresyl violet,NS,132.7,10.21,142,10.82,mm3,SEM,6.732623034,7.204464739,25.00929027,1.268863028,26.50347902
Zhao_2013,"Zhao, S.",2013,Constraint-induced movement therapy overcomes the intrinsic axonal growth-inhibitory signals in stroke rats,a,Rat,Wistar,Male,None,NA,NR,NR,NR,200,225,250,1,15,1,15,NR,NA,NA,NR,NA,NA,Needle,Cortical,NR,NR,0,0.5,ug/uL,6,1203.852327,12,3,NR,NA,NR,CIMT (Constraint-induced movement therapy),Not yet classified,168,After stroke,792,Other histology (ex vivo),Cresyl violet,NS,109.3,12.6,120.1,13.8,mm3,SEM,5.545408422,6.093353628,48.79959016,2.475879765,53.44717018
Abeysinghe_2014,"Abeysinghe, H. C.",2014,Brain remodelling following endothelin-1 induced stroke in conscious rats,a,Rat,Wistar,Male,None,NA,NR,NR,NR,300,330,360,2,14,NA,NA,Ketamine,Xylazine,Isoflurane,None,NA,NA,Guide cannula,Cortical,Yes,Conscious,120,40,pmol,2,40,10,1,Paracetamol/Acetaminophen,NA,NR,None,NA,NA,NA,168,Other histology (ex vivo),Callaway 2000 no stain method,NA,64.23357143,46.14343534,NA,NA,mm3,SD,3.258933101,NA,46.14343534,2.341117978,NA
Biernaskie_2001,"Biernaskie, J.",2001,Enriched rehabilitative training promotes improved forelimb motor function and enhanced dendritic growth after focal ischemic injury,a,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,290,305,320,1,NR,1,NR,Halothane,Nitrous oxide,NA,Halothane,Nitrous oxide,NA,Needle,Cortical,Yes,Unconscious,0,60,pmol,3,60,1,1,NR,NA,NR,Enriched cage environment,Not yet classified,360,After stroke,1512,Other histology (ex vivo),H&E,0.94,28.2,16.3,27.8,9.2,Indirect rLV % hemisphere,SD,14.1,13.9,16.3,8.15,9.2
Bogaert_2000,"Bogaert, L.",2000,Neurochemical changes and laser Doppler flowmetry in the endothelin-1 rat model for focal cerebral ischemia,a,Rat,Wistar,Male,None,NA,NR,NR,NR,250,275,300,3,11,NA,NA,Ketamine,Diazepam,NA,None,NA,NA,Guide cannula,Cortical,Yes,Conscious,24,120,pmol,6,120,6,1,Lidocaine,Ketoprofen,NR,None,NA,NA,NA,NR,Other histology (ex vivo),Cresyl violet,NA,65.89,14.64,NA,NA,mm3,SD,3.34297311,NA,14.64,0.742770167,NA
Bogaert_2000,"Bogaert, L.",2000,Neurochemical changes and laser Doppler flowmetry in the endothelin-1 rat model for focal cerebral ischemia,b,Rat,Wistar,Male,None,NA,NR,NR,NR,250,275,300,3,4,NA,NA,Ketamine,Diazepam,NA,Ketamine,Diazepam,NA,Guide cannula,Cortical,Yes,Unconscious,24,500,pmol,6,500,6,1,Lidocaine,Ketoprofen,NR,None,NA,NA,NA,NR,Other histology (ex vivo),Cresyl violet,NA,75.37,10.49,NA,NA,mm3,SD,3.823947235,NA,10.49,0.532217149,NA
Chan_2017,"Chan, H. H.",2017,"Crossed Cerebellar Atrophy of the Lateral Cerebellar Nucleus in an Endothelin-1-Induced, Rodent Model of Ischemic Stroke",a,Rat,Long Evans,Male,None,NA,NR,NR,NR,200,212,224,1,5,NA,NA,Ketamine,Dexmedetomidine,NA,Ketamine,Dexmedetomidine,NA,Needle,Cortical,NR,Unconscious,0,400,pmol/uL,12,4800,NR,6,Buprenorphine,NA,NR,None,NA,NA,NA,1008,Other histology (ex vivo),Nissl,NA,12.37,0.35,NA,NA,mm3,SEM,0.627600203,NA,0.782623792,0.03970694,NA
Cordova_2014,"Cordova, C. A.",2014,mpaired executive function following ischemic stroke in the rat medial prefrontal cortex,a,Rat,Sprague-Dawley,Male,None,NA,13,17.5,22,450,525,600,1,12,NA,NA,Isoflurane,NA,NA,Isoflurane,NA,NA,Needle,Cortical,No,Unconscious,0,NR,NA,3.2,NA,NR,4,NR,NA,NR,None,NA,NA,NA,NR,Other histology (ex vivo),Cresyl violet,NA,13.7,3.7,NA,NA,mm3,SEM,0.69507864,NA,12.81717598,0.650287974,NA
Déziel_2015,"Déziel, R. A.",2015,Ischemic lesions localized to the medial prefrontal cortex produce selective deficits in measures of executive function in rats,a,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,250,262.5,275,1,17,NA,NA,Isoflurane,NA,NA,Isoflurane,NA,NA,Needle,Cortical,NR,Unconscious,0,800,pmol,2,800,4,2,Lidocaine,Butorphanol,NR,None,NA,NA,NA,672,Other histology (ex vivo),Cresyl violet,NA,16.63,2.71,NA,NA,mm3,SEM,0.843734145,NA,11.17361625,0.566900875,NA
Déziel_2017,"Déziel, R. A.",2017,Effects of endothelin-induced prefrontal cortical lesions on delay discounting in the rat,a,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,250,262.5,275,2,10,NA,NA,Isoflurane,NA,NA,Isoflurane,NA,NA,Needle,Cortical,No,Unconscious,0,800,pmol,2,800,4,2,Lidocaine,Butorphanol,NR,None,NA,NA,NA,672,Other histology (ex vivo),Cresyl violet,NA,17.98,2.841,NA,NA,mm3,SE,0.912227296,NA,8.984030833,0.455810798,NA
Déziel_2017,"Déziel, R. A.",2017,Effects of endothelin-induced prefrontal cortical lesions on delay discounting in the rat,b,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,250,262.5,275,2,11,NA,NA,Isoflurane,NA,NA,Isoflurane,NA,NA,Needle,Cortical,No,Unconscious,0,800,pmol,2,800,4,2,Lidocaine,Butorphanol,NR,None,NA,NA,NA,672,Other histology (ex vivo),Cresyl violet,NA,26.05,4.052,NA,NA,mm3,SE,1.32166413,NA,13.43896365,0.681834787,NA
Domingo_2000,"Domingo, Z.",2000,Diffusion weighted imaging and magnetic resonance spectroscopy in a low flow ischaemia model due to endothelin induced vasospasm,a,Rat,Wistar,Male,None,NA,NR,NR,NR,300,325,350,6,13,NA,NA,Halothane,Nitrous oxide,NA,Halothane,Nitrous oxide,NA,Dropper,Cortical,Yes,Unconscious,0,0.0001,mol/L,10,1000,NR,1,NR,NA,NR,None,NA,NA,NA,3,MRI (in vivo),NA,NA,20,2,NA,NA,Direct rLV % hemisphere,SD,10,NA,2,1,NA
Endepols_2015,"Endepols, H.",2015,"Longitudinal assessment of infarct progression, brain metabolism and behavior following anterior cerebral artery occlusion in rats",a,Rat,Lister Hooded Rat,Male,None,NA,NA,10,NA,276,300,324,1,16,NA,NA,Isoflurane,Nitrous oxide,NA,Isoflurane,Nitrous oxide,NA,Needle,Cortical,No,Unconscious,0,150,pmol,0.3,150,1.5,1,Lidocaine,NA,NR,None,NA,NA,NA,24,MRI (in vivo),NA,NA,73.5,43.4,NA,NA,mm3,SD,3.729071537,NA,43.4,2.201927955,NA
Ermine_2019,"Ermine, C. M.",2019,Long-Term Motor Deficit and Diffuse Cortical Atrophy Following Focal Cortical Ischemia in Athymic Rats,a,Rat,Athymic,Male,Hypothyroidism,Genetic,NA,8,NA,NR,NR,NR,4,5,NA,NA,Isoflurane,NA,NA,Isoflurane,NA,NA,Needle,Cortical,NR,Unconscious,0,800,pmol/uL,0.5,400,1,1,NR,NA,NR,None,NA,NA,NA,4032,Other histology (ex vivo),NeuN,NA,23.57,3.31,NA,NA,mm3,SEM,1.195839675,NA,7.401385006,0.375514206,NA
Fifield_2019,"Fifield, K. E.",2019,"Prolonged High Fat Diet Worsens the Cellular Response to a Small, Covert-like Ischemic Stroke",a,Mouse,C57BL/6,Male,None,NA,NA,12,NA,NR,NR,NR,1,6,1,7,Isoflurane,NA,NA,Isoflurane,NA,NA,Needle,Cortical,NR,Unconscious,0,2,ug/uL,2,1605.136437,10,2,NR,NA,NR,Diet change,Not yet classified,NR,NR,168,Other histology (ex vivo),Cresyl violet,<0.05,1.06,0.45,1.66,0.49,mm3,SD,0.208288302,0.326187342,0.45,0.088424279,0.49
Fifield_2020,"Fifield, K. E.",2020,"Rapid degeneration of neurons in the penumbra region following a small, focal ischemic stroke",a,Mouse,C57BL/6,Male,None,NA,13,19.5,26,NR,NR,NR,3,4,NA,NA,Isoflurane,NA,NA,Isoflurane,NA,NA,Needle,Cortical,NR,Unconscious,0,2,ug/uL,2,1605.136437,10,2,Buprenorphine,NA,NR,None,NA,NA,NA,24,Other histology (ex vivo),Cresyl violet,NA,2.37,1.02,NA,NA,mm3,SD,0.465701205,NA,1.02,0.200428367,NA
Fuxe_1997,"Fuxe, K.",1997,Endothelin-1 induced lesions of the frontoparietal cortex of the rat. A possible model of focal cortical ischemia,a,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,250,275,300,5,8.5,NA,NA,Halothane,NA,NA,Halothane,NA,NA,Dropper,Cortical,NR,Unconscious,0,0.01,ug/uL,1,4.012841091,20,1,NR,NA,NR,None,NA,NA,NA,48,Other histology (ex vivo),NeuN,NA,0.55,0.17,NA,NA,mm3,SEM,0.027904617,NA,0.495630911,0.025146165,NA
Fuxe_1997,"Fuxe, K.",1997,Endothelin-1 induced lesions of the frontoparietal cortex of the rat. A possible model of focal cortical ischemia,b,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,250,275,300,5,8.5,NA,NA,Halothane,NA,NA,Halothane,NA,NA,Dropper,Cortical,NR,Unconscious,0,0.03,ug/uL,1,12.03852327,20,1,NR,NA,NR,None,NA,NA,NA,48,Other histology (ex vivo),NeuN,NA,1.36,0.31,NA,NA,mm3,SEM,0.069000507,NA,0.903797544,0.045854771,NA
Fuxe_1997,"Fuxe, K.",1997,Endothelin-1 induced lesions of the frontoparietal cortex of the rat. A possible model of focal cortical ischemia,c,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,250,275,300,5,8.5,NA,NA,Halothane,NA,NA,Halothane,NA,NA,Dropper,Cortical,NR,Unconscious,0,0.1,ug/uL,1,40.12841091,20,1,NR,NA,NR,None,NA,NA,NA,48,Other histology (ex vivo),NeuN,NA,3.09,0.49,NA,NA,mm3,SEM,0.156773212,NA,1.428583214,0.072480122,NA
Fuxe_1997,"Fuxe, K.",1997,Endothelin-1 induced lesions of the frontoparietal cortex of the rat. A possible model of focal cortical ischemia,d,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,250,275,300,5,8.5,NA,NA,Halothane,NA,NA,Halothane,NA,NA,Dropper,Cortical,NR,Unconscious,0,0.3,ug/uL,1,120.3852327,20,1,NR,NA,NR,None,NA,NA,NA,48,Other histology (ex vivo),NeuN,NA,4.2,0.58,NA,NA,mm3,SEM,0.213089802,NA,1.69097605,0.085792798,NA
Fuxe_1997,"Fuxe, K.",1997,Endothelin-1 induced lesions of the frontoparietal cortex of the rat. A possible model of focal cortical ischemia,e,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,250,275,300,5,8.5,NA,NA,Halothane,NA,NA,Halothane,NA,NA,Dropper,Cortical,NR,Unconscious,0,1,ug/uL,1,401.2841091,20,1,NR,NA,NR,None,NA,NA,NA,48,Other histology (ex vivo),NeuN,NA,4.71,0.6,NA,NA,mm3,SEM,0.238964992,NA,1.749285568,0.08875117,NA
Gilmour_2004,"Gilmour, G.",2004,The effects of intracortical endothelin-1 injections on skilled forelimb use: implications for modelling recovery of function after stroke,a,Rat,Lister Hooded Rat,Male,None,NA,NA,10,NA,250,275,300,1,8,NA,NA,Tribromoethanol,NA,NA,Tribromoethanol,NA,NA,Needle,Cortical,NR,Unconscious,0,1,ug/uL,1,401.2841091,3.5,3,NR,NA,Tribrissen,None,NA,NA,NA,2040,Other histology (ex vivo),Cresyl violet,NA,15.3,2.56,NA,NA,mm3,SEM,0.776255708,NA,7.240773439,0.367365471,NA
Gramsbergen_2004,"Gramsbergen, J. B.",2004,On-line monitoring of striatum glucose and lactate in the endothelin-1 rat model of transient focal cerebral ischemia using microdialysis and flow-injection analysis with biosensors,a,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,200,250,300,2,14,NA,NA,Fentanyl/fluanisone,Midazolam,NA,Fentanyl/fluanisone,Midazolam,NA,Guide cannula,Cortical,Yes,Unconscious,0,240,pmol,6,240,5,1,Lidocaine,Buprenorphine,NR,None,NA,NA,NA,24,Other histology (ex vivo),Toluidine blue,NA,23.23771429,19.10369523,NA,NA,mm3,SD,1.178980938,NA,19.10369523,0.969238723,NA
Gramsbergen_2004,"Gramsbergen, J. B.",2004,On-line monitoring of striatum glucose and lactate in the endothelin-1 rat model of transient focal cerebral ischemia using microdialysis and flow-injection analysis with biosensors,b,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,200,250,300,2,5,NA,NA,Fentanyl/fluanisone,Midazolam,NA,Fentanyl/fluanisone,Midazolam,NA,Guide cannula,Cortical,Yes,Unconscious,0,60,pmol,6,60,5,1,Lidocaine,Buprenorphine,NR,None,NA,NA,NA,24,Other histology (ex vivo),Toluidine blue,NA,8.8906,16.56796201,NA,NA,mm3,SD,0.451070523,NA,16.56796201,0.840586606,NA
Gresle_2006,"Gresle, M. M.",2006,Injury to axons and oligodendrocytes following endothelin-1-induced middle cerebral artery occlusion in conscious rats,a,Rat,Long Evans,Male,None,NA,NR,NR,NR,270,305,340,4,5,NA,NA,Ketamine,Xylazine,NA,None,NA,NA,Guide cannula,Cortical,Yes,Conscious,72,20,pmol/uL,2,40,4,1,NR,NA,NR,None,NA,NA,NA,72,Other histology (ex vivo),Callaway 2000 no stain method,NA,84.3,40.74923312,NA,NA,mm3,SD,4.277016743,NA,40.74923312,2.067439529,NA
Happ_2020,"Happ, D. F.",2020,Effect of ischemic lesions in medial prefrontal cortex and nucleus accumbens on affective behavior in rats,a,Rat,Sprague-Dawley,Male,None,NA,8,8.5,9,318,339,340,4,9,NA,NA,Isoflurane,NA,NA,Isoflurane,NA,NA,Needle,Cortical,NR,Unconscious,0,400,pmol/uL,1,400,NR,1,Lidocaine,NA,NR,None,NA,NA,NA,336,Other histology (ex vivo),Cresyl violet,NA,23.33,5,NA,NA,mm3,SEM,1.183663115,NA,15,0.761035008,NA
Karhunen_2006,"Karhunen, H.",2006,A long-term video-EEG and behavioral follow-up after endothelin-1 induced middle cerebral artery occlusion in rats,a,Rat,Sprague-Dawley,Male,None,NA,8,8.5,9,275,295,315,1,20,NA,NA,Halothane,Nitrous oxide,NA,Halothane,Nitrous oxide,NA,Needle,Cortical,Yes,Unconscious,0,120,pmol,6,120,2,1,Lidocaine,NA,Topical antibiotic,None,NA,NA,NA,8760,Other histology (ex vivo),Thionine,NA,32,22,NA,NA,mm3,SD,1.62354135,NA,22,1.116184678,NA
Karthikeyan_2019,"Karthikeyan, S.",2019,Characterizing Spontaneous Motor Recovery Following Cortical and Subcortical Stroke in the Rat,a,Rat,Sprague-Dawley,Male,None,NA,NA,13,NA,200,225,250,3,8,NA,NA,Isoflurane,NA,NA,Isoflurane,NA,NA,Needle,Subcortical,NR,Unconscious,0,400,pmol/uL,1,400,4,1,Buprenorphine,NA,NR,None,NA,NA,NA,1680,Other histology (ex vivo),Cresyl violet,NA,15.8,1.71,NA,NA,mm3,SEM,0.801623541,NA,4.836610383,0.245388655,NA
Karthikeyan_2019,"Karthikeyan, S.",2019,Characterizing Spontaneous Motor Recovery Following Cortical and Subcortical Stroke in the Rat,b,Rat,Sprague-Dawley,Male,None,NA,NA,13,NA,200,225,250,3,9,NA,NA,Isoflurane,NA,NA,Isoflurane,NA,NA,Needle,Cortical,NR,Unconscious,0,400,pmol/uL,2,800,8,2,Buprenorphine,NA,NR,None,NA,NA,NA,1680,Other histology (ex vivo),Cresyl violet,NA,33.61,9.06,NA,NA,mm3,SEM,1.705225774,NA,27.18,1.378995434,NA
Karthikeyan_2019,"Karthikeyan, S.",2019,Characterizing Spontaneous Motor Recovery Following Cortical and Subcortical Stroke in the Rat,c,Rat,Sprague-Dawley,Male,None,NA,NA,13,NA,200,225,250,3,9,NA,NA,Isoflurane,NA,NA,Isoflurane,NA,NA,Needle,Both cortical and subcortical,NR,Unconscious,0,400,pmol/uL,3,1200,12,3,Buprenorphine,NA,NR,None,NA,NA,NA,1680,Other histology (ex vivo),Cresyl violet,NA,49.51,10.06,NA,NA,mm3,SEM,2.511922882,NA,30.18,1.531202435,NA
Kim_2015,"Kim, S. Y.",2015,"Experience with the ""good"" limb induces aberrant synaptic plasticity in the perilesion cortex after stroke",a,Rat,Long Evans,Male,None,NA,NA,22,NA,NR,NR,NR,2,7,2,7,NR,NA,NA,NR,NA,NA,NR,Cortical,NR,NR,0,NR,NA,NR,NA,NR,NR,NR,NA,NR,Motor training,Not yet classified,144,After stroke,120,Other histology (ex vivo),Toluidine blue,NS,10.67,0.88,10.02,1.36,mm3,SE,0.541349569,0.508371385,2.328261154,0.118125883,3.598221783
Lake_2017_a,"Lake, E. M. R.",2017,Neurovascular unit remodelling in the subacute stage of stroke recovery,a,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,375,383,391,2,20,NA,NA,Isoflurane,NA,NA,Isoflurane,NA,NA,Needle,Cortical,NR,Unconscious,0,800,pmol,4,800,4,2,Bupivacaine,NA,NR,None,NA,NA,NA,504,MRI (in vivo),NA,NA,101,6,NA,NA,mm3,SEM,5.124302385,NA,26.83281573,1.361380808,NA
Lively_2011,"Lively, S.",2011,SC1/hevin and reactive gliosis after transient ischemic stroke in young and aged rats,a,Rat,Sprague-Dawley,Male,None,NA,13,15,17,350,425,500,1,6,NA,NA,Isoflurane,NA,NA,Isoflurane,NA,NA,Needle,Subcortical,NR,Unconscious,0,400,pmol,2,400,4,1,Lidocaine,NA,NR,None,NA,NA,NA,72,TTC (ex vivo),NA,NA,46.6,2,NA,NA,mm3,SEM,2.36428209,NA,4.898979486,0.248552993,NA
